Labels,text_en
FALSE,Study of more than 60 thousand people in Spain shows the ineffectiveness of quarantines
FALSE,Brazil stays out of 100% effective antibody against coronavirus
MOSTLY FALSE,"Remdesivir, FDA approved antiviral"
FALSE,A video shows a fight over the chairs of a terrace during the pandemic de-escalation
FALSE,Coronavirus created by China and USA to kill Africans
TRUE,Sweden&#39;s Coronavirus mortality rate is the highest in the world
FALSE,"A polio vaccine backed by Bill Gates paralysed 4,90,000 children in India."
FALSE,Nigeria announced a curfew to allow Chinese companies to set up 5G network.
FALSE,"Video Of destruction by Cyclone Amphan at Digha, West Bengal"
FALSE,Video shows Pakistan army fire rocket from civilian area towards the India border during recent ceasefire violations
MOSTLY FALSE,"Masks wont prevent coronavirus; Moisture is a breeding ground for viruses; Breathing fresh air naturally is antiviral, antibacterial and antifungal."
FALSE,The USA and China created the novel coronavirus to kill Africans.
FALSE,Madagascan President Andry Rajoelina has accused WHO of offering a $20 million bribe to poison a COVID-19 remedy.
FALSE,Video shows Italian child shouting for his mother who died because of COVID-19
MOSTLY FALSE,"“Is it true that I ..? Don’t hold your breath!” – Writing on a sign in photo of Ramzan Kadyrov, head of the Chechen Republic"
FALSE,The UN demanded Ecuador legalize abortion to get COVID-19 aid
TRUE,"U.S. President Donald Trump said he ""tested very positively"" for COVID-19, meaning his test results came back negative, and he did not have the coronavirus disease."
MOSTLY FALSE,Italian MP Sara Cunial on the COVID-19 pandemic Coronavirus Bill Gates vaccines new world order
FALSE,"The electromagnetic waves of 5G are harmful at the cellular level, to the organs and affect the brain. Coronavirus COVID-19"
MOSTLY FALSE,Western Australia recently passed a new COVID-19 vaccine law that forces vaccination at school
MOSTLY FALSE,[FALSE] &quot;WHO: Large-type men are more prone to contracting Covid-19&quot;
FALSE,Zee News employee attacked a doctor for trying to administer a COVID-19 test.
FALSE,CLAIM: Indian police put those who do not comply with the curfew next to a fake Covid-19 patient in the ambulance.
MOSTLY FALSE,Facebook posts that claim that Kawasaki disease is spreading among babies during the COVID-19 pandemic.
MOSTLY TRUE,The CDC issued a stringent set of rules that U.S. schools must follow before reopening amid the COVID-19 coronavirus pandemic.
MOSTLY FALSE,A video shot in Belgium shows the entire hospital against the Covid scam
FALSE,Indians are throwing statues of their Gods in rivers after failing to protect them from coronavirus.
FALSE,Pakistan has accepted the entire J&K as part of India. A map on the Pakistan government’s website shows the same
FALSE,COVID-19 guidelines from India’s top medical research body ICMR
FALSE,This video has been edited -- the original Fox News report stated one of President Trump’s valets tested positive for COVID-19
FALSE,"Does an STF minister want the institutional phone number of the President of the Republic, who has contact with world leaders, because of fake news? Are you kidding me"
TRUE,In the city half of the workers are from the province
FALSE,Masks can cause cerebral hypoxia.
MOSTLY FALSE,"Sen. Mitch McConnell ""doesn’t want to pass what he calls ‘Blue State Bailouts,’ even though Kentucky would get badly needed help, too. It’s why he said we should just declare bankruptcy.”"
FALSE,Fox News Clip About Trump Testing Positive For Coronavirus Is Doctored
FALSE,The Government authorizes the injection of capital to avianca
MOSTLY FALSE,Ivermectin kills the coronavirus in two days
FALSE,No one in the USA died of the flu in 2020.
TRUE,"In a publication that went viral on social networks, it is highlighted that an ... ..."
FALSE,A photo shows a baby named Kyle who was diagnosed with COVID-19 after he underwent open-heart surgery five days after being born
FALSE,Video shows horrific footage of PIA passenger jet that crushed along with 90 passengers in Pakistan.
FALSE,"In an interview with Rádio Portalegre, the president of the Cabeço de Vide Parish Council, João Olaia, believes that the water from the Cabeço de Vide Thermal Spa may have “some effect” on the new coronavirus, because it is very alkaline, with a pH 11.50, well above those of daily consumption."
FALSE,A photo shows a baby named Kyle who was diagnosed with COVID-19 after he underwent open-heart surgery five days after being born
FALSE,Madagascar is out of the World Health Organization (WHO). Madagascar has resolved this corona infection through natural herbs. He accused the WHO of offering a $ 20 million bribe to mix the keys to the drug&#39;s failure. The cover of the World Health Organization is torn down.
FALSE,"With the introduction of the COVID-19 vaccine, microchips (nano-chips) will also be introduced into the human body, then 5G networks will enter the business, through which the world elite will send various signals to the chips, thereby controlling humanity."
FALSE,Foo Fighters frontman Dave Grohl tested positive for COVID-19.
FALSE,People violating lockdown rules at Hyderabad’s Madina Market.
TRUE,Image showing Mike Shultz losing weight to an American citizen after fighting COVID-19 for 6 weeks in hospital.
FALSE,Video shows crowd chanting Chowkidar chor hai slogans as PM Modi leaves in West Bengals Basirhat after Cyclone Amphan
FALSE,Indians are throwing away gods since they are apparently not providing protection against the pandemic.
FALSE,"When it comes to going to the beach, there are still many doubts: is it possible to m ......"
MOSTLY FALSE,Homemade/Cloth masks are ineffective at protecting against the spread of COVID-19.
FALSE,Social distancing norms being flouted by a crowd trying to enter a mall in Saudi Arabia after relaxation in lockdown.
FALSE,Video shows Mamata Banerjee did not exchange greetings with PM Modi
FALSE,"Bill and Melinda Gates Foundation had tested polio vaccine in India between 2000 & 2017 and had paralysed 496,000 children."
FALSE,A viral post claims that Unnao rape accused Kuldip Singh Sengar was granted bail by High Court
FALSE,&quot;Stupid to compare the number of deaths with Brazil. The whole of Europe is up ......
FALSE,"Viral post claims that the government is giving ₹5,000 as relief funds as a limited time offer"
MOSTLY FALSE,"80 days after the first case, Argentina has 10,000 cases; Chile, 60 thousand and Brazil, 200 thousand"
FALSE,"After several months of fighting the # Covid_19 virus, the WHO (World Health Organization) has declared the virus an * Endemic Infection *, giving us to understand that it will be part of our daily life (like the common cold, HIV, chickenpox and many)"
MOSTLY TRUE,"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”"
FALSE,"A Facebook post claims three mobile phone antennas shown in a photo are ""new"" and were erected during the lockdown for COVID-19."
MOSTLY FALSE,China and Japan back on COVID-19 lockdown
FALSE,The video shows Eid shopping at New Market in Kolkata
MOSTLY FALSE,"Video shows a female police constable suffering from Coronavirus waiting for an ambulance near RK Hotel, Grant Road, Mumbai."
FALSE,Italian boy looks up at the night sky and calls out for his mother who died from the novel coronavirus.
FALSE,Olive Garden is funding Donald Trumps re-election campaign.
FALSE,"inhalation of steam by boiling turmeric, pepper, lemon, skin-peeled ginger, basil in water to kill corona virus"
FALSE,The WHO has started to discourage the use of masks in public spaces
FALSE,"Do you know why São Paulo is doubling the number of deaths by Covid-19 every day? It&#39;s easy. Get the &#39;Official Gazette&#39; from the executive branch of the state of São Paulo, go to March 21, 2020, download page 5"
FALSE,FG has approved and started giving free Rs 5000 relief fund to each citizen
FALSE,Can wearing masks be dangerous
FALSE,Covid-19 means &quot;Certificate of Identification of Vaccination with Artificial Intelligence&quot;
FALSE,Various publications spread throughout the social networks stressing that ......
FALSE,They enable a pavilion in Fraga (Huesca) due to an uptick in COVID-19 cases
FALSE,"Aspirin, paracetamol, apronax cure COVID-19"
MOSTLY FALSE,China and Japan have re-entered a strict coronavirus lockdown in mid-May 2020 following a second wave of the virus.
FALSE,Death from cancer changed to covid-19 in Porto Alegre
FALSE,Military police saluting for us !! Show. #ForaDoria
FALSE,The coronavirus has been known since 2003
FALSE,Unfortunately another postcard from São Paulo [Bar Brahma] closing the doors definitely
FALSE,Corona has been infected by a woman on duty in Mumbai. Breathing video of a crash on the Ibandai River Road
FALSE,"Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website"
FALSE,The deaths will fall 1000% in Amazonas after the visit of the health minister to Manaus.
FALSE,"COVID-19 is a thrombosis that is aggravated by quarantine. He also points out that there is a &quot;systematic vaccination to implant the new chip&quot; and that in Beijing, China, there were no COVID-19 infections."
FALSE,"""Covid19 is a bacterium, easily treated with aspirin and coagulant."""
MOSTLY FALSE,These photos show people killed by the coronavirus in Nicaragua
FALSE,Government is giving free relief fund of Rs 5000 to all citizens
FALSE,Video shows Varanasi police attacking and torturing Muslim kids
FALSE,&quot;Sadness: pregnant doctor who was denied maternity leave dies of coronavirus.&quot;
FALSE,"PCR tests cannot show the type of virus a person has, including the Corona Covid-19 virus, and distinguish between living and dead viruses."
FALSE,Various publications based on a video spread throughout the social networks ......
FALSE,Rahul Gandhi tweets that schools and colleges should reopen from 1st June on odd /even basis
MOSTLY FALSE,CORONAVIRUS: PARMITANO WAS INFORMED IN NOVEMBER. POSSIBLE THAT COUNT DID NOT KNOW?
FALSE,"Mixing aspirin, paracetamol, honey and lemon cures COVID-19"
TRUE,A 2019 blogpost authored by Dominic Cummings was recently edited to include a warning about coronavirus.
